 Defined Configuration:----------------------
Number of components: 3 
Equation of State:    CPA 
Mixing Rule:          VdW1f 
Components:           nC20, CH4, CO2(4C) 
Feed Composition:     [0.2, 0.3, 0.5] 
Association Rule:     4C, 4C, 4C 
Combining Rule:       CR-1 
============================================
Phase 1;Phase 2;T(K);P(MPa)
0.924423601;0.2;673.859453419;1.850862375
0.922900563;0.2;674.710497623;1.883444739
0.921346788;0.2;675.560659089;1.916582636
0.919761655;0.2;676.409885847;1.950285856
0.918144531;0.2;677.258125691;1.984564338
0.91649477;0.2;678.105325257;2.019428255
0.914811715;0.2;678.951429657;2.054888031
0.913094694;0.2;679.796383082;2.0909543
0.911343022;0.2;680.6401295;2.127637869
0.909555999;0.2;681.482610631;2.16494991
0.907732913;0.2;682.323767291;2.202901776
0.905873037;0.2;683.163539841;2.241505049
0.903975629;0.2;684.001866439;2.280771666
0.902039933;0.2;684.838684504;2.320713781
0.900065177;0.2;685.673929509;2.361343861
0.898050574;0.2;686.50753686;2.402674637
0.89599532;0.2;687.339438415;2.444719233
0.893898598;0.2;688.169566907;2.487490974
0.891759572;0.2;688.997851929;2.531003616
0.88957739;0.2;689.824221523;2.575271232
0.887351184;0.2;690.648603909;2.620308164
0.885080066;0.2;691.470922733;2.666129304
0.882763133;0.2;692.291102083;2.71274974
0.880399464;0.2;693.109062714;2.760185114
0.877988118;0.2;693.924725111;2.808451331
0.875528137;0.2;694.738005957;2.857564854
0.873018542;0.2;695.548820629;2.907542534
0.870458336;0.2;696.357082003;2.958401712
0.867846502;0.2;697.162702111;3.010160125
0.865182003;0.2;697.965588329;3.062836151
0.86246378;0.2;698.765648643;3.11644845
0.859690757;0.2;699.562782562;3.171016668
0.856861832;0.2;700.356893931;3.226560614
0.853975883;0.2;701.147880066;3.283100685
0.851031768;0.2;701.935635689;3.340658075
0.848028319;0.2;702.720051417;3.399254714
0.844964347;0.2;703.501016396;3.458912914
0.84183864;0.2;704.278416153;3.519655881
0.838649962;0.2;705.052130632;3.58150759
0.835397051;0.2;705.822036452;3.644492754
0.832078623;0.2;706.588011754;3.708636302
0.828693366;0.2;707.34991921;3.77396516
0.825239946;0.2;708.107630618;3.840506034
0.821717;0.2;708.861001972;3.908287235
0.818123139;0.2;709.609888544;3.977337797
0.814456949;0.2;710.354141656;4.047687612
0.810716987;0.2;711.093605282;4.119367962
0.806901781;0.2;711.828120163;4.192410814
0.803009833;0.2;712.55751475;4.266850023
0.799039616;0.2;713.281620275;4.342719582
0.794989572;0.2;714.000254065;4.4200558
0.790858114;0.2;714.713230658;4.498895373
0.786643625;0.2;715.420348286;4.579277667
0.782344457;0.2;716.121410827;4.66124228
0.777958931;0.2;716.816204721;4.744831434
0.773485335;0.2;717.504512215;4.830087389
0.768921927;0.2;718.18609138;4.917056803
0.764266931;0.2;718.860714083;5.005785364
0.759518537;0.2;719.528119994;5.096322788
0.754674902;0.2;720.18805246;5.188719734
0.74973415;0.2;720.840217286;5.283030444
0.744694369;0.2;721.484350646;5.379308979
0.739553612;0.2;722.12013366;5.477614139
0.734309896;0.2;722.747252433;5.57800582
0.728961204;0.2;723.365377746;5.680547754
0.723505481;0.2;723.974148981;5.785306584
0.717940634;0.2;724.573192094;5.892350975
0.712264537;0.2;725.162129614;6.001754398
0.706475022;0.2;725.740545638;6.113592025
0.700569885;0.2;726.307997857;6.227945159
0.694546884;0.2;726.864025854;6.344897449
0.688403739;0.2;727.408165116;6.4645362
0.682138129;0.2;727.939881079;6.58695515
0.675747697;0.2;728.458633731;6.71225179
0.669230046;0.2;728.963836636;6.840530396
0.656094408;0.2;729.953353601;7.105471124
0.646633783;0.2;730.548096255;7.290802901
0.637142392;0.2;731.129871037;7.481619003
0.627399545;0.2;731.680402379;7.678980837
0.617398946;0.2;732.197543299;7.88324846
0.597240853;0.2;733.178099245;8.311129391
0.582298825;0.2;733.665016613;8.618352466
0.562548645;0.2;734.274661459;9.047952914
0.534971802;0.2;734.857702041;9.668042342
0.49740955;0.2;735.138246934;10.554824525
0.446015889;0.2;734.530756069;11.864997451
0.420953679;0.2;733.180602636;12.452443034
0.407153176;0.2;732.479771482;12.820351083
0.389453714;0.2;731.527963838;13.325694315
0.378083622;0.2;730.752755789;13.650702983
0.370688582;0.2;730.213385602;13.868330071
0.361053035;0.2;729.487418121;14.162867654
0.354768889;0.2;728.95905583;14.355545829
0.346559838;0.2;728.24938848;14.615707478
0.335909152;0.2;727.254059563;14.961868199
0.328991168;0.2;726.532886728;15.187850789
0.319988308;0.2;725.564881693;15.493430979
0.31412369;0.2;724.876211808;15.693560579
0.306471056;0.2;723.953083196;15.963598347
0.301473156;0.2;723.304773142;16.140903636
0.294935845;0.2;722.436623869;16.379725887
0.290656584;0.2;721.832689585;16.536867102
0.285047327;0.2;721.02463147;16.748217495
0.281368092;0.2;720.466564606;16.887525587
0.277736347;0.2;719.905688004;17.027515127
0.272966834;0.2;719.148270138;17.214381756
0.269832749;0.2;718.628509879;17.337739188
0.266734649;0.2;718.106598588;17.461612926
0.263672119;0.2;717.578265576;17.585327258
0.260644752;0.2;717.043565094;17.708881977
0.256662264;0.2;716.323424233;17.873772286
0.251446773;0.2;715.347040444;18.093353676
0.248028791;0.2;714.676372024;18.238098119
0.243543646;0.2;713.780086433;18.432496467
0.240598699;0.2;713.167421919;18.560774087
0.236727423;0.2;712.348928313;18.732903118
0.23418124;0.2;711.791405894;18.846651632
0.230828879;0.2;711.046091681;18.999283987
0.228620675;0.2;710.540646484;19.100124494
0.225709228;0.2;709.86534621;19.235302788
0.221884893;0.2;708.955302979;19.415199638
0.219371403;0.2;708.336315091;19.53395979
0.216064318;0.2;707.50925516;19.693273073
0.213887339;0.2;706.947209842;19.798763352
0.211018782;0.2;706.19731066;19.940009838
0.209127815;0.2;705.708148542;20.030149
0.208376182;0.2;705.493036336;20.069324372
0.207947891;0.2;705.375807307;20.090853587
0.207378205;0.2;705.227870928;20.118108828
0.207093947;0.2;705.151473825;20.132094814
0.20681008;0.2;705.075843424;20.14596843
0.206432194;0.2;704.994805008;20.160896391
0.179972845;0.2;697.614450078;21.566042156
0.17991301;0.2;696.763046274;21.583514757
0.179793399;0.2;696.7217301;21.590275443
0.179554416;0.2;696.639816409;21.603664971
0.179077402;0.2;696.466339299;21.632104708
0.178127172;0.2;696.126470115;21.687647602
0.176868038;0.2;695.703471538;21.756019262
0.175203027;0.2;695.113739242;21.85110437
0.173007369;0.2;694.288960572;21.983583472
0.171558905;0.2;693.759706703;22.066632262
0.170122567;0.2;693.221047825;22.151364184
0.168698256;0.2;692.680934605;22.235772752
0.167285869;0.2;692.131858751;22.32115886
0.165885306;0.2;691.585410663;22.40551578
0.16449647;0.2;691.03418339;22.490125548
0.163119262;0.2;690.481613638;22.574395541
0.161753583;0.2;689.92393896;22.658973518
0.160399339;0.2;689.368430174;22.742611499
0.159056433;0.2;688.807598394;22.82659557
0.157724769;0.2;688.245075515;22.910303398
0.156404255;0.2;687.679110198;22.994034591
0.155094797;0.2;687.111965076;23.077404177
0.153796302;0.2;686.540517614;23.160943557
0.152508678;0.2;685.968826416;23.243964095
0.151231834;0.2;685.39375518;23.32699823
0.149965681;0.2;684.814938858;23.410107177
0.148710128;0.2;684.234355878;23.492956827
0.147465087;0.2;683.651277838;23.575670355
0.14623047;0.2;683.065733793;23.658243618
0.145006189;0.2;682.479525922;23.740374917
0.143792158;0.2;681.889869258;23.822531541
0.142588292;0.2;681.295237372;23.904965466
0.141394504;0.2;680.700843117;23.986809712
0.140210712;0.2;680.102659014;24.068733857
0.13903683;0.2;679.504777761;24.150060414
0.137872776;0.2;678.90194713;24.231658329
0.136718468;0.2;678.297679873;24.312946784
0.135573825;0.2;677.692159995;24.393897302
0.134438764;0.2;677.084582321;24.474642514
0.133313207;0.2;676.471130622;24.55580475
0.132197073;0.2;675.858351714;24.636316296
0.131090284;0.2;675.244536476;24.716456475
0.129992761;0.2;674.626128046;24.796802767
0.128904426;0.2;674.006136259;24.876866902
0.127825204;0.2;673.382063894;24.957051972
0.126755017;0.2;672.758310239;25.036648425
0.12569379;0.2;672.131629254;25.116180268
0.124641448;0.2;671.49913949;25.196105266
0.123597916;0.2;670.86972366;25.275004978
0.122563121;0.2;670.236138553;25.354036568
0.12153699;0.2;669.600330321;25.432888815
0.12051945;0.2;668.962322904;25.511557839
0.119510428;0.2;668.32219803;25.590030579
0.118509855;0.2;667.67987541;25.668319544
0.117517659;0.2;667.035439557;25.746411289
0.116533769;0.2;666.388860676;25.824310249
0.115558117;0.2;665.740158886;25.902013161
0.114590634;0.2;665.089354921;25.979516526
0.11363125;0.2;664.436429515;26.056823155
0.112679899;0.2;663.781420802;26.13392685
0.111736513;0.2;663.124356137;26.210823188
0.110801025;0.2;662.465222779;26.287513895
0.109873369;0.2;661.804025267;26.363998002
0.108953479;0.2;661.140779936;26.440272707
0.108041292;0.2;660.475510609;26.516334103
0.107136741;0.2;659.808211595;26.592182762
0.106239764;0.2;659.13890684;26.667814764
0.105350296;0.2;658.467600672;26.743229135
0.104468275;0.2;657.794321844;26.81842118
0.103593638;0.2;657.119044157;26.893394598
0.102726325;0.2;656.441791603;26.968145357
0.101866272;0.2;655.762616139;27.0426654
0.101013421;0.2;655.081506279;27.116956123
0.100167709;0.2;654.398439816;27.191020398
0.099329078;0.2;653.713469946;27.264850025
0.098497468;0.2;653.026580977;27.338446938
0.097672821;0.2;652.337790507;27.41180812
0.096855078;0.2;651.647143508;27.484926666
0.096044181;0.2;650.954612044;27.557806244
0.095240074;0.2;650.260213312;27.630443914
0.094442698;0.2;649.563974133;27.702835417
0.093651999;0.2;648.865905802;27.774978744
0.092867919;0.2;648.165986626;27.84687652
0.092090404;0.2;647.464266552;27.918521193
0.091319398;0.2;646.760752009;27.989911415
0.090554848;0.2;646.055434138;28.061048
0.089796698;0.2;645.34834276;28.13192626
0.089044896;0.2;644.639494583;28.202543427
0.088299389;0.2;643.928918407;28.272895017
0.087560122;0.2;643.216557866;28.342988489
0.086827046;0.2;642.502488152;28.412812782
0.086100106;0.2;641.786699719;28.482368868
0.085379253;0.2;641.069204366;28.551654598
0.084664435;0.2;640.350037577;28.620664614
0.083955602;0.2;639.629174691;28.68940187
0.083252703;0.2;638.906647314;28.757861523
0.082555689;0.2;638.182456531;28.826042984
0.081864511;0.2;637.456640689;28.893940474
0.081179119;0.2;636.729173438;28.961557173
0.080499466;0.2;636.000111561;29.028884883
0.079825502;0.2;635.269435394;29.095925771
0.079157182;0.2;634.537168278;29.162676271
0.078494457;0.2;633.803332465;29.229132873
0.07783728;0.2;633.06791855;29.295296367
0.077185606;0.2;632.330962243;29.36116153
0.076539387;0.2;631.59244677;29.426730094
0.075898579;0.2;630.852431852;29.491993688
0.075263135;0.2;630.110884084;29.556956263
0.074633012;0.2;629.36784269;29.621612136
0.074008165;0.2;628.623308919;29.685960707
0.073388548;0.2;627.877309069;29.749998094
0.07277412;0.2;627.129852966;29.813722529
0.072164835;0.2;626.380924567;29.877135588
0.071560652;0.2;625.630592987;29.940227953
0.070961527;0.2;624.878810832;30.003005167
